name,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month
Retro 1BR with private bath in heart of West Town!,41.89462195,-87.67127373,Private room,54,2,46,08/05/2017,5.54
"Modern, brand new room + free parking!",41.90555632,-87.67767331,Private room,39,1,4,30/04/2017,3.00
Wicker Park Duplex in the city's best location,41.90125263,-87.66929799,Entire home/apt,200,2,15,17/04/2017,1.81
Beautiful Penthouse Home for 6,41.91105044,-87.6667236,Entire home/apt,259,2,13,07/05/2017,4.81
4 BDRM Trendy & Tranquil,41.90691689,-87.66834157,Entire home/apt,350,2,3,13/01/2017,0.33
"Gardenview Queen, sunny and airy in Wicker Park",41.90577439,-87.66549974,Private room,45,90,6,31/01/2017,0.99
"Clean, Clutter Free & Cozy Hotelesk",41.90740674,-87.69405742,Private room,50,1,5,18/10/2016,0.52
Gorgeous Wicker Park Home for 6,41.91016271,-87.66808394,Entire home/apt,299,2,15,30/04/2017,4.46
Wicker Park Historic District,41.90609925,-87.6831467,Entire home/apt,120,2,77,07/05/2017,4.05
Huge Loft with Wow Factor near Train!,41.90449816,-87.66256147,Entire home/apt,109,1,70,10/04/2017,3.44
Private Cozy Master Bedroom in West Town Chicago,41.89453916,-87.66523281,Private room,75,1,5,04/04/2017,1.39
Bucktown Loft-style Condo 1.5 bedrooms,41.91221459,-87.68508225,Entire home/apt,200,2,13,07/05/2017,0.32
Unique 2Floor Condo- UK Village,41.90014495,-87.67462251,Entire home/apt,110,2,13,07/05/2017,4.64
East Humboldt Park Vintage Charm,41.90359299,-87.69642679,Private room,70,1,25,07/05/2017,1.23
Tree Top Condo in Wicker Park,41.89979954,-87.6790457,Entire home/apt,139,6,13,21/04/2017,1.23
#1 rated neighborhood in Chicago,41.89772908,-87.68283655,Entire home/apt,99,1,96,11/04/2017,7.46
"Wicker Park 2bd, Sleep Number Bed!",41.91081473,-87.67031952,Entire home/apt,149,2,66,02/05/2017,2.96
West Town White Walls,41.89177522,-87.66064177,Entire home/apt,155,1,14,16/04/2017,0.83
Private room in Wicker Park Apt.,41.91016066,-87.67253997,Private room,70,1,62,07/05/2017,3.38
Bright and beautiful house in Ukrainian Village,41.89188449,-87.67942731,Private room,150,1,1,16/09/2016,0.13
"2BD/2BA modern unit, great locale ",41.90194956,-87.66527209,Entire home/apt,190,4,8,15/05/2016,0.27
"Charming, spacious cozy 2 bedroom",41.90952541,-87.69112787,Entire home/apt,85,2,5,24/04/2017,2.46
Sunny Corner Condo,41.90705181,-87.68784318,Private room,120,2,5,26/06/2016,0.43
Large Apartment with Amazing Private Rooftop,41.89996713,-87.66317713,Entire home/apt,200,1,12,07/05/2017,2.50
1BD Cortez Bells Ukrainian Village 4 2 or 4,41.90083339,-87.68505159,Entire home/apt,95,2,2,24/04/2017,0.46
Room in comfy and quiet plant-filled 2 bedroom,41.90122465,-87.69524353,Private room,60,1,5,17/04/2017,0.60
Big Room w/Private Bath near Train and Nightlife.,41.908512,-87.67344102,Private room,69,1,28,27/04/2017,5.09
Small private room by downtown-Yellow,41.89180829,-87.67386023,Private room,45,2,154,09/01/2017,2.25
Trendy and Hip Wicker Park 2 BDRM,41.9071671,-87.66963348,Entire home/apt,115,1,27,04/05/2017,2.64
Full Apartment In Wicker Park - 6 Corners,41.91073558,-87.67322486,Entire home/apt,44,2,27,27/04/2017,7.71
Cozy Bright Room in East Humboldt,41.90705812,-87.6911813,Private room,60,2,6,27/04/2017,0.79
Comfy Hipster Heaven in Wicker Park,41.90514969,-87.67799232,Private room,149,1,41,20/11/2016,2.13
RARE SF HOUSE NEAR WICKER!,41.90727465,-87.68929546,Entire home/apt,167,1,6,07/05/2017,1.65
Parisian inspired flat in the HEART of Chicago.,41.89578203,-87.69304446,Private room,50,2,2,06/12/2016,0.32
Cute cozy single family home,41.89854594,-87.69530569,Entire home/apt,400,1,2,09/10/2016,0.26
Great 1 BR Apartment in West Town,41.89370467,-87.66756859,Entire home/apt,99,2,43,07/12/2016,2.24
Modern home with private room/bath,41.89474464,-87.65988331,Private room,149,1,10,07/05/2017,1.40
Lots of Space in a Little Room,41.90496489,-87.68890671,Private room,90,2,18,06/09/2016,0.83
DOS - Wicker Park 2 bedroom with ensuite bath,41.90371141,-87.66615333,Private room,65,2,13,30/04/2017,2.10
Penthouse Art Gallery Amazing Views,41.89504804,-87.65448849,Entire home/apt,302,1,104,03/05/2017,2.17
Wicker Park Spacious Private Room/Bath,41.90983103,-87.68638936,Private room,67,1,0,,
Ukrainian Village Apartment,41.89984396,-87.67640162,Entire home/apt,100,5,29,19/09/2016,0.73
Cozy bedroom in Hip Chicago Neighborhood,41.89965349,-87.67506562,Private room,60,2,0,,
Large Private 3 Bedroom Apartment,41.90893541,-87.69213282,Entire home/apt,119,1,234,21/04/2017,4.19
Spacious 3 BD in the heart of Humboldt Park!,41.90071105,-87.70131578,Entire home/apt,219,2,4,18/07/2016,0.37
2 Bedroom 2 Bath Condo,41.90002342,-87.68581846,Entire home/apt,79,2,101,01/05/2017,3.09
Incredible 4-level Wicker Park Townhome,41.90355593,-87.67499365,Entire home/apt,229,2,26,08/05/2017,3.77
Beautiful Private Room!! Near Wicker Park,41.90197977,-87.69101993,Private room,85,1,5,19/04/2017,2.83
Private Bedroom in Beautiful Condo,41.90947866,-87.68734095,Private room,55,2,36,25/04/2017,2.23
Fantastic 5-Star Home in Chicago's Trendiest Area,41.91115223,-87.6937284,Entire home/apt,175,2,20,09/05/2017,3.49
Amazing West Town 3rd Floor Penthouse/Rooftop Deck,41.89683639,-87.67363774,Entire home/apt,177,2,1,10/11/2016,0.16
Bright Newly Renovated Abode,41.89450109,-87.66250666,Entire home/apt,144,1,25,30/04/2017,1.22
"Charming, warm, & centrally located",41.89657232,-87.65600579,Private room,76,1,46,06/05/2017,2.01
Sun-soaked Wicker Park 2BR on blue line subway,41.89937914,-87.6656296,Entire home/apt,60,1,12,30/04/2017,3.46
"Modern, Clean, Hip Wicker Park",41.9006231,-87.67357261,Entire home/apt,225,3,1,07/06/2016,0.09
Spacious Logan/Humboldt One bedroom,41.91180323,-87.70133033,Entire home/apt,90,2,4,19/09/2016,0.18
"2 Bedroom in ""The Best Neighborhood In Chicago""!",41.9049114,-87.66981794,Entire home/apt,94,1,21,21/04/2017,4.85
Hotelesk Clutter Free & Clean,41.90825134,-87.69303155,Private room,50,1,3,24/10/2016,0.44
Luxury penthouse + roofdeck; 1min to Chicago buses,41.89486169,-87.69418242,Private room,80,1,1,05/05/2017,1.00
"2 Blocks to Train, City Views, & Private Bathroom",41.90155668,-87.6637495,Private room,71,28,38,29/04/2017,1.56
"Spacious, Sunny, Plant Filled Chicago Condo",41.89664089,-87.66738815,Private room,100,1,41,07/05/2017,4.71
Private Room - Wicker Park - Perfect Location,41.91065003,-87.68245789,Private room,59,1,0,,
"Garage parking, family friendly! ",41.89969764,-87.67111934,Entire home/apt,125,1,65,23/04/2017,3.34
Lux Urban 3BR/3BA Duplex + Parking!,41.89862159,-87.65597415,Entire home/apt,295,1,132,07/05/2017,2.41
Private room and private bath in luxury condo,41.90968027,-87.69767961,Private room,80,1,24,23/03/2017,0.98
Beautiful West Town Abode,41.89406122,-87.66589061,Entire home/apt,119,3,16,29/04/2017,0.81
Best Neighborhood in Chicago,41.89697657,-87.67588298,Entire home/apt,109,1,140,23/04/2017,6.43
Wicker Park Skyline View Chicago,41.90434555,-87.6752465,Entire home/apt,300,1,28,30/04/2017,2.82
Heart of Wicker 2-Bedroom (BT6),41.90863568,-87.6728755,Entire home/apt,225,30,3,04/11/2016,0.11
West Town --> walk to Blue-Line CTA,41.893093,-87.66514101,Private room,90,1,18,17/04/2017,0.63
Spacious apartment near downtown,41.89876493,-87.66917446,Private room,65,2,65,30/04/2017,3.36
Wicker Park Pad,41.90786884,-87.67322694,Entire home/apt,140,1,0,,
"Spacious, comfortable private room & bath",41.9108316,-87.69713466,Private room,70,2,14,27/11/2016,1.41
Gorgeous/Spacious 2 Floor Apartment,41.89605955,-87.66200594,Entire home/apt,209,2,30,09/04/2017,2.31
Luxury Apartment Wicker Park ******,41.90202119,-87.66630824,Private room,85,1,192,30/04/2017,4.01
2-Bedroom Apartment with Patio ,41.89646497,-87.69619634,Entire home/apt,179,1,20,08/11/2016,0.59
"Bright, Renovated 1BR in Heart of Wicker Park",41.90666277,-87.67048843,Entire home/apt,200,2,0,,
Private bed/bath in Wicker Park,41.90161757,-87.67117453,Private room,95,1,0,,
Wicker Park|Private Room|Near Train,41.91000295,-87.68413449,Private room,73,1,269,06/05/2017,6.83
West Town queen bed/5 mins to Chicago Blue line,41.89370133,-87.66029907,Private room,59,1,35,05/05/2017,3.26
WICKER PARK + 6 CORNERS + CITY VIEWS!,41.91119048,-87.67900359,Entire home/apt,200,3,0,,
Relax in Humble Humboldt Park,41.9033425,-87.70659433,Private room,75,1,4,23/10/2016,0.40
City's Best Neighborhood - West Town Condo,41.8916231,-87.66022178,Entire home/apt,87,2,16,09/04/2017,1.70
Beautiful airy Wicker Park 2 bed,41.9018767,-87.67029376,Entire home/apt,309,1,4,01/01/2017,0.41
Great location ! Close to everything,41.89224876,-87.6480399,Entire home/apt,0,1,2,09/05/2017,2.00
The Best West Chicago House,41.89516793,-87.6788152,Entire home/apt,122,2,53,14/04/2017,3.21
One Bedroom with Private Room Access!,41.89952418,-87.66419685,Private room,100,1,15,07/05/2017,2.42
Small private room by downtown-Orange,41.89164238,-87.67383641,Private room,45,2,154,09/04/2017,2.24
Convenient Bucktown 2 Bedroom Flat,41.91036127,-87.68302279,Entire home/apt,109,1,32,26/04/2017,2.39
5 Star Reviews! The Blackhawk Tavern - Wicker Park,41.90620733,-87.67044738,Entire home/apt,99,2,25,21/03/2017,2.00
"Great West Town locale, close to downtown, loop",41.89528719,-87.66172691,Private room,54,1,4,07/05/2017,4.00
Immaculate Spacious Chicago GETAWAY +Free Parking,41.9018219,-87.66957675,Entire home/apt,350,2,0,,
Winchester Flats,41.89620306,-87.67586912,Entire home/apt,175,3,0,,
Private Rm w/all the perks mins from Wicker Park,41.9068477,-87.69232094,Private room,45,1,9,22/04/2017,4.91
Vtg Charm Ukrainian Village! 15 mins from downtown,41.89925699,-87.67972917,Private room,70,1,2,01/05/2017,2.00
Bright and Spacious Apt in Wicker!,41.90999745,-87.68564926,Private room,59,1,47,10/01/2017,3.76
"Comfy & Cozy, 2bd in ChicagoWest Town",41.8934141,-87.6651607,Entire home/apt,125,1,25,07/05/2017,3.50
Large Wicker Park Loft - Walk to everything!,41.90959068,-87.68630299,Entire home/apt,135,2,14,05/05/2017,2.53
Large clean 3 bedroom close to everything,41.89152939,-87.65690193,Entire home/apt,265,1,26,27/11/2016,1.03
1Br / 1Ba Wicker Park Apartment with City Views,41.90242582,-87.67027885,Private room,95,2,8,01/05/2017,1.09
New gut rehab 2b/1b with w/d!,41.90153897,-87.67564117,Entire home/apt,200,2,8,28/09/2016,0.66
Stylish Penthouse w/ Private Roof Deck & City View,41.8923945,-87.66545611,Entire home/apt,118,2,10,07/05/2017,0.91
Large 1bdr loft,41.91247348,-87.69036681,Entire home/apt,179,4,34,21/07/2016,1.14
"Warm, bright 2br/2ba in West Town!",41.89375425,-87.66545245,Entire home/apt,129,2,166,30/04/2017,2.87
Bucktown Luxury Home Living,41.91178729,-87.6706292,Private room,99,2,39,08/05/2017,1.94
"Cool location, knowledgeable hosts!",41.89455993,-87.67547619,Private room,60,1,37,24/04/2017,3.54
Modern Wicker Park Studio,41.91106759,-87.67548446,Entire home/apt,80,1,18,30/04/2017,3.02
New 2BR West Town Condo,41.89844974,-87.67135541,Entire home/apt,250,2,0,,
SIMPLE & PRIVATE QUEEN ROOM & MORE in WINDY CITY!,41.90648771,-87.68967687,Private room,59,1,20,05/05/2017,2.71
The Hollander Four of a Kind,41.91075394,-87.67778847,Private room,125,1,0,,
Beautiful Chicago Home,41.90822815,-87.68884095,Entire home/apt,139,3,38,29/04/2017,1.53
Private room in Wicker Park,41.90227254,-87.67957484,Private room,70,1,77,18/03/2017,2.33
Sweet Home Chicago,41.90824021,-87.69524167,Private room,60,2,0,,
Custom Designed  2BR/1BA  10 min from Blue Line,41.90940312,-87.69264392,Entire home/apt,90,14,1,01/09/2016,0.12
Extremely Comfortable Room For Travel Lovers,41.89566001,-87.66225887,Private room,75,2,14,06/03/2017,1.44
EAST VILLAGE WHOLE 2-bedroom 1 bath,41.89272302,-87.6703644,Entire home/apt,110,3,56,08/05/2017,2.41
"Wicker Park Gem - parking, CTA, and amenities",41.90286823,-87.667086,Entire home/apt,80,1,0,,
Private bed&bath in Ukrainian Vlg.,41.89821149,-87.66962117,Private room,110,1,49,31/10/2016,2.06
Beautiful & Cozy 1BR in the heart of Wicker Park,41.90526005,-87.66782714,Private room,64,1,22,12/03/2017,2.12
3BR/2BA Business/Clean/Accessible,41.88926946,-87.65930797,Entire home/apt,185,3,1,06/06/2016,0.09
Festival Paradise (Private Room - Wicker Park),41.90077038,-87.66923659,Private room,61,1,3,06/05/2017,3.00
Private - Huge room in Wicker Park,41.89913625,-87.66946606,Private room,76,2,16,07/05/2017,2.05
Modern + Peaceful + Historic Studio Loft,41.90943378,-87.68842238,Entire home/apt,119,2,0,,
Cozy Bedroom with Private Entrance,41.90166351,-87.6987368,Private room,65,1,5,07/05/2017,2.03
Private Room in Ukrainian Village Condo,41.89632835,-87.67864911,Private room,110,1,25,21/04/2017,2.32
Peaceful West Town/Humboldt Space,41.902086,-87.69263803,Private room,65,1,7,08/06/2016,0.34
Wicker Park-Entire Basement Apt,41.90813684,-87.6831725,Private room,95,2,28,13/10/2016,1.86
Best location in Chicago! Superhost,41.8998334,-87.67348653,Entire home/apt,195,1,69,07/05/2017,2.08
Cozy Ukrainian Village Apt 10 minutes to downtown,41.89708962,-87.68082231,Private room,46,2,3,30/04/2017,0.58
Master Suite and Bathroom in Wicker Park,41.91131279,-87.68604894,Private room,74,2,39,29/01/2017,3.71
Humboldt Park Guest Room,41.90588849,-87.68979318,Private room,39,1,37,12/02/2017,1.93
Living Green in West Town Chicago,41.89607394,-87.66019112,Private room,95,3,41,12/11/2016,2.04
"Unique 6,000 Foot Converted Factory",41.89256785,-87.66985517,Entire home/apt,5000,1,0,,
Spacious Private Rm in Trendy Hood!,41.89907223,-87.68084968,Private room,40,1,131,18/04/2017,3.42
Beautiful home for 10! Central to everything!,41.89427154,-87.6508867,Entire home/apt,299,2,39,02/05/2017,4.02
"Charming streets, sidewalk cafes, shops and bars",41.90227485,-87.68081221,Entire home/apt,110,2,3,07/05/2017,2.31
Spacious 2 Bedroom with Den and Great Patio!!,41.90619058,-87.6853097,Entire home/apt,175,1,9,07/05/2017,1.64
Luxury apartment with epic skyline views,41.89494503,-87.64941633,Private room,250,2,0,,
"Charming, Warm, and Centrally located - Entire apt",41.89657392,-87.65459123,Entire home/apt,150,1,1,21/11/2016,0.18
Spacious 5BR in Wicker Park,41.90412323,-87.68168,Entire home/apt,185,2,11,09/04/2017,1.98
Lights! Camera! Action! Cool Space!,41.88944518,-87.68241361,Entire home/apt,175,1,35,30/10/2016,1.33
Stylish Chicago Retreat!,41.89967744,-87.68180309,Entire home/apt,99,2,95,07/05/2017,4.33
Convenient location!,41.90702593,-87.68768632,Private room,55,1,32,07/05/2017,1.79
1br apartment  in West Town,41.89721794,-87.66611434,Entire home/apt,160,20,29,19/09/2016,0.63
In the Center of Wicker Park,41.90625148,-87.67117661,Private room,65,1,31,17/04/2017,4.04
Huge Master bedroom w/ private deck in a duplex,41.90994136,-87.67229842,Private room,150,2,8,30/04/2017,2.89
Cozy Bedroom in Ukrainian Village,41.8942872,-87.67629329,Private room,100,1,9,13/11/2016,1.08
West Town PENTHOUSE w/ Roof Deck,41.89286971,-87.65986831,Entire home/apt,250,3,6,28/04/2017,0.29
Wicker Park Timber Loft on the 606,41.91376307,-87.68314098,Entire home/apt,299,1,36,18/09/2016,0.91
Bill Murray Suite in Trendy Hood! NEW Mini-fridge!,41.9018199,-87.6840208,Private room,55,1,112,21/04/2017,3.27
Hip & Sunny 1 Bedroom West Town,41.89375735,-87.66357628,Entire home/apt,125,1,1,03/04/2017,0.56
Hotel California - 1 Bedroom,41.89790716,-87.69742709,Entire home/apt,75,1,9,23/04/2017,2.01
Great apt. w/ patio and rooftop!,41.89975238,-87.66141522,Entire home/apt,280,1,14,30/04/2017,1.20
Wicker Park/Six Corners Private Bedroom,41.90837841,-87.67519265,Private room,76,3,42,06/05/2017,1.72
Wicker Park Retreat - Close to Everything!,41.90653372,-87.66907605,Entire home/apt,99,2,35,20/04/2017,4.39
The Modern Travelers Fun and Warm Chicago Getaway,41.90413575,-87.66490609,Entire home/apt,399,1,53,25/04/2017,3.18
Private guest bedroom in west town Chicago,41.89376576,-87.66332259,Private room,45,1,5,26/03/2017,1.85
Cozy room in a Charming Coach House,41.91031017,-87.69356344,Private room,55,2,32,30/04/2017,3.09
Heart of Wicker Park Apartment,41.90619426,-87.67648343,Entire home/apt,105,1,106,16/04/2017,4.66
"Hey you, fancy pants!",41.89174166,-87.64673049,Entire home/apt,99,90,12,25/07/2016,0.29
"Modern, comfortable 2 bedroom",41.89600957,-87.68308778,Entire home/apt,165,1,14,27/03/2017,0.57
Charming UK Village 2 Bedroom,41.89733753,-87.68238176,Entire home/apt,119,1,0,,
Bright and Cozy Bedroom + Living Area,41.90732357,-87.68970043,Private room,52,6,20,18/03/2017,0.87
Perfect Chicago Location!,41.89711189,-87.67292185,Private room,90,1,31,05/11/2016,1.24
Large Space minutes from The Loop!,41.90016475,-87.69189964,Entire home/apt,455,1,40,08/11/2016,1.06
Cozy Wicker Park Apartment,41.90536644,-87.67964831,Private room,73,2,27,29/04/2017,1.37
Unique Retreat at the Art House,41.89470568,-87.68087853,Entire home/apt,155,2,60,07/05/2017,3.87
"Simple room, close to trains!",41.90793364,-87.68840235,Private room,55,1,83,01/05/2017,3.06
2BR Apt in Vibrant Neighborhood,41.90215033,-87.67979591,Entire home/apt,151,2,6,19/03/2017,0.73
"Fabulous room, perfect WP location",41.90735602,-87.67402135,Private room,105,1,4,12/10/2015,0.18
Wicker Park|Private Room|Near Train,41.9094908,-87.68356267,Private room,70,1,298,02/05/2017,7.05
Rated Chicago's #1 Neighborhood!!,41.89230965,-87.67430702,Entire home/apt,100,2,27,16/04/2017,3.00
Charming Private Bed&Bath in Wicker Park!,41.91210037,-87.67490379,Private room,79,1,77,30/04/2017,4.38
Entire Floor of a Modern Duplex,41.89955463,-87.6922197,Private room,85,1,94,09/05/2017,3.47
The Great West Chicago House,41.89417369,-87.68080984,Entire home/apt,650,2,0,,
2BR/2BA Business/Clean/Accessible,41.88983115,-87.65868979,Entire home/apt,125,3,3,09/10/2016,0.27
"The Wicker Park Manor - 4 Stories, 9 Beds, 4 Decks",41.90456236,-87.66565618,Entire home/apt,599,1,71,26/04/2017,4.18
Perfect studio with roof and gym access,41.89706247,-87.67419005,Entire home/apt,85,1,0,,
3br Luxury Condo steps away from Wicker Park charm,41.89993146,-87.66424196,Entire home/apt,120,2,0,,
Rent aBR in a Modern decored Condo!,41.89493608,-87.65888054,Private room,90,3,10,04/05/2017,0.85
Large Designer 1 bedroom in Hot Ukrainian Village,41.89686319,-87.67670802,Entire home/apt,150,2,26,07/05/2017,3.96
"Quiet Wicker Park Queen ensuite bath, free parking",41.9042053,-87.66426525,Private room,99,2,3,03/05/2017,0.72
Perfect Vintage 1BR in Ukrainian Village,41.9014257,-87.67871793,Entire home/apt,99,2,27,23/04/2017,3.32
Goose Island Loft,41.9096913,-87.66251292,Entire home/apt,125,3,1,09/09/2015,0.05
Wicker Park Coach House,41.90755248,-87.6764621,Entire home/apt,140,1,45,07/05/2017,5.44
ALONZO: Wicker Park Art-filled Loft,41.89752659,-87.67315488,Entire home/apt,145,15,55,16/10/2016,0.78
Amazing 2 bedroom in Wicker Park,41.9111622,-87.67426383,Entire home/apt,225,2,10,20/04/2017,1.96
Private BR/BA for Chicago traveler w/rooftop,41.90024428,-87.67458767,Entire home/apt,97,1,10,30/12/2016,1.09
Cute flat over the Garden,41.90122907,-87.68338628,Entire home/apt,99,3,33,08/05/2017,1.47
STYLISH 2BDR IN TRENDY NEIGHBORHOOD,41.90836876,-87.66666551,Entire home/apt,160,1,180,29/04/2017,6.60
Cozy Moon Room in the Treetops Arty Vintage,41.90553529,-87.68862229,Private room,30,10,6,04/12/2016,0.56
Charming Ukrainian Village Condo,41.89936709,-87.68567802,Private room,90,1,26,19/09/2016,1.20
Loft Overlooking Chicago Skyline,41.89165301,-87.67658268,Entire home/apt,350,2,2,18/07/2016,0.09
Huge Sunny Ukrainian Village 2Bed 4 blocks 2 Train,41.90034747,-87.67439612,Entire home/apt,149,1,7,22/04/2017,2.80
Newly Renovated Apartment in Noble Square 3bed,41.90025006,-87.66782082,Entire home/apt,160,1,0,,
Best Location Wicker Park Room w/ Private Entrance,41.90948438,-87.68300365,Private room,45,1,0,,
Turquoise Tower,41.89257348,-87.64733605,Private room,60,1,26,21/04/2017,1.82
"Cozy Wicker Park, Chicago Apartment",41.90425717,-87.67102994,Entire home/apt,133,3,121,24/04/2017,3.41
